total,comarca,poblacion
6376.0,liebana,collado las llaves-penarrubia
6001.400000000023,liebana,collado las llaves-penarrubia
8419.343970415357,torrelavega,viernoles
8348.886265673966,torrelavega,viernoles
8278.428560932603,torrelavega,viernoles
8207.970856191212,torrelavega,viernoles
8137.51315144985,torrelavega,viernoles
8067.0554467084585,torrelavega,viernoles
7996.597741967096,torrelavega,viernoles
7926.140037225705,torrelavega,viernoles
7855.6823324843135,torrelavega,viernoles
7785.224627742951,torrelavega,viernoles
8166.0490664350855,liebana,valdeprado-pesaguero
8158.456578376032,liebana,valdeprado-pesaguero
8150.864090316978,liebana,valdeprado-pesaguero
8143.271602257924,liebana,valdeprado-pesaguero
8135.679114198872,liebana,valdeprado-pesaguero
8128.086626139819,liebana,valdeprado-pesaguero
8120.494138080765,liebana,valdeprado-pesaguero
8112.901650021711,liebana,valdeprado-pesaguero
8105.3091619626575,liebana,valdeprado-pesaguero
8097.716673903604,liebana,valdeprado-pesaguero
12463.423280423274,pasypisuena,escobedo de villafufre
12412.497761497754,pasypisuena,escobedo de villafufre
12361.572242572234,pasypisuena,escobedo de villafufre
12310.646723646714,pasypisuena,escobedo de villafufre
12259.721204721194,pasypisuena,escobedo de villafufre
12208.795685795689,pasypisuena,escobedo de villafufre
12157.870166870169,pasypisuena,escobedo de villafufre
12106.944647944649,pasypisuena,escobedo de villafufre
12056.019129019129,pasypisuena,escobedo de villafufre
12005.093610093609,pasypisuena,escobedo de villafufre
5668.750427350402,pasypisuena,san martin de toranzo
5461.056410256366,pasypisuena,san martin de toranzo
5253.362393162388,pasypisuena,san martin de toranzo
5045.668376068352,pasypisuena,san martin de toranzo
4837.974358974316,pasypisuena,san martin de toranzo
4630.280341880338,pasypisuena,san martin de toranzo
4422.586324786302,pasypisuena,san martin de toranzo
4214.892307692266,pasypisuena,san martin de toranzo
4007.1982905982877,pasypisuena,san martin de toranzo
3799.5042735042516,pasypisuena,san martin de toranzo
13074.039560439567,vallebesaysaja,barcena mayor-toriz
13109.50989010989,vallebesaysaja,barcena mayor-toriz
13144.980219780227,vallebesaysaja,barcena mayor-toriz
13180.45054945055,vallebesaysaja,barcena mayor-toriz
13215.920879120888,vallebesaysaja,barcena mayor-toriz
13251.39120879121,vallebesaysaja,barcena mayor-toriz
13286.861538461548,vallebesaysaja,barcena mayor-toriz
13322.33186813187,vallebesaysaja,barcena mayor-toriz
13357.802197802193,vallebesaysaja,barcena mayor-toriz
13393.27252747253,vallebesaysaja,barcena mayor-toriz
16304.286764705903,santanderurbano,villaverde de pontones-clarisas
16479.676470588252,santanderurbano,villaverde de pontones-clarisas
16655.066176470602,santanderurbano,villaverde de pontones-clarisas
16830.45588235295,santanderurbano,villaverde de pontones-clarisas
17005.8455882353,santanderurbano,villaverde de pontones-clarisas
17181.23529411765,santanderurbano,villaverde de pontones-clarisas
17356.625,santanderurbano,villaverde de pontones-clarisas
17532.01470588235,santanderurbano,villaverde de pontones-clarisas
17707.4044117647,santanderurbano,villaverde de pontones-clarisas
17882.79411764705,santanderurbano,villaverde de pontones-clarisas
20215.21018062398,asonpasmiera,arredondo
20411.9740010947,asonpasmiera,arredondo
20608.737821565417,asonpasmiera,arredondo
20805.501642036135,asonpasmiera,arredondo
21002.265462506854,asonpasmiera,arredondo
21199.02928297757,asonpasmiera,arredondo
21395.79310344829,asonpasmiera,arredondo
21592.556923919008,asonpasmiera,arredondo
21789.320744389726,asonpasmiera,arredondo
21986.084564860445,asonpasmiera,arredondo
7185.375824175819,liebana,potes-la trescora
7234.843956043944,liebana,potes-la trescora
7284.312087912083,liebana,potes-la trescora
7333.780219780208,liebana,potes-la trescora
7383.248351648348,liebana,potes-la trescora
7432.716483516473,liebana,potes-la trescora
7482.184615384613,liebana,potes-la trescora
7531.652747252738,liebana,potes-la trescora
7581.120879120863,liebana,potes-la trescora
7630.589010989002,liebana,potes-la trescora
12058.39870490287,santandermetro,el tojo - revilla
12077.118871415358,santandermetro,el tojo - revilla
12095.839037927846,santandermetro,el tojo - revilla
12114.559204440335,santandermetro,el tojo - revilla
12133.279370952823,santandermetro,el tojo - revilla
12151.999537465312,santandermetro,el tojo - revilla
12170.7197039778,santandermetro,el tojo - revilla
12189.439870490289,santandermetro,el tojo - revilla
12208.160037002777,santandermetro,el tojo - revilla
12226.880203515266,santandermetro,el tojo - revilla
13227.782988833453,vallebesaysaja,cabezon de la sal-la plata
13212.481919695889,vallebesaysaja,cabezon de la sal-la plata
13197.180850558329,vallebesaysaja,cabezon de la sal-la plata
13181.879781420765,vallebesaysaja,cabezon de la sal-la plata
13166.5787122832,vallebesaysaja,cabezon de la sal-la plata
13151.27764314564,vallebesaysaja,cabezon de la sal-la plata
13135.976574008077,vallebesaysaja,cabezon de la sal-la plata
13120.675504870516,vallebesaysaja,cabezon de la sal-la plata
13105.374435732952,vallebesaysaja,cabezon de la sal-la plata
13090.073366595392,vallebesaysaja,cabezon de la sal-la plata
16442.810300586512,torrelavega,novales
16638.505315249262,torrelavega,novales
16834.20032991201,torrelavega,novales
17029.89534457476,torrelavega,novales
17225.59035923757,torrelavega,novales
17421.28537390032,torrelavega,novales
17616.980388563068,torrelavega,novales
17812.675403225818,torrelavega,novales
18008.370417888567,torrelavega,novales
18204.065432551317,torrelavega,novales
23810.661764705903,asonpasmiera,soba-alto miera
23884.00294117647,asonpasmiera,soba-alto miera
23957.344117647066,asonpasmiera,soba-alto miera
24030.685294117662,asonpasmiera,soba-alto miera
24104.02647058823,asonpasmiera,soba-alto miera
24177.367647058825,asonpasmiera,soba-alto miera
24250.70882352942,asonpasmiera,soba-alto miera
24324.050000000017,asonpasmiera,soba-alto miera
24397.391176470584,asonpasmiera,soba-alto miera
24470.73235294118,asonpasmiera,soba-alto miera
16124.600000000035,vallebesaysaja,cos
16317.0,vallebesaysaja,cos
16509.400000000023,vallebesaysaja,cos
16701.79999999999,vallebesaysaja,cos
16894.20000000001,vallebesaysaja,cos
17086.600000000035,vallebesaysaja,cos
17279.0,vallebesaysaja,cos
17471.400000000023,vallebesaysaja,cos
17663.79999999999,vallebesaysaja,cos
17856.20000000001,vallebesaysaja,cos
13778.095238095251,vallebesaysaja,san felices de buelna-tarriba
13833.809523809541,vallebesaysaja,san felices de buelna-tarriba
13889.523809523816,vallebesaysaja,san felices de buelna-tarriba
13945.238095238106,vallebesaysaja,san felices de buelna-tarriba
14000.952380952396,vallebesaysaja,san felices de buelna-tarriba
14056.666666666672,vallebesaysaja,san felices de buelna-tarriba
14112.380952380961,vallebesaysaja,san felices de buelna-tarriba
14168.095238095251,vallebesaysaja,san felices de buelna-tarriba
14223.809523809541,vallebesaysaja,san felices de buelna-tarriba
14279.523809523816,vallebesaysaja,san felices de buelna-tarriba
13887.0,torrelavega,"san vicente, faro"
14502.0,torrelavega,"san vicente, faro"
15117.0,torrelavega,"san vicente, faro"
15732.0,torrelavega,"san vicente, faro"
16347.0,torrelavega,"san vicente, faro"
16962.0,torrelavega,"san vicente, faro"
17577.0,torrelavega,"san vicente, faro"
18192.0,torrelavega,"san vicente, faro"
18807.0,torrelavega,"san vicente, faro"
19422.0,torrelavega,"san vicente, faro"
-2964.5075362318894,vallenansa,embalse de la cohilla
-3330.449710144894,vallenansa,embalse de la cohilla
-3696.3918840580154,vallenansa,embalse de la cohilla
-4062.3340579710202,vallenansa,embalse de la cohilla
-4428.276231884025,vallenansa,embalse de la cohilla
-4794.218405797146,vallenansa,embalse de la cohilla
-5160.160579710151,vallenansa,embalse de la cohilla
-5526.102753623156,vallenansa,embalse de la cohilla
-5892.044927536277,vallenansa,embalse de la cohilla
-6257.987101449282,vallenansa,embalse de la cohilla
17065.28665329769,pasypisuena,villacarriedo
17180.67335115865,pasypisuena,villacarriedo
17296.06004901961,pasypisuena,villacarriedo
17411.446746880567,pasypisuena,villacarriedo
17526.833444741525,pasypisuena,villacarriedo
17642.220142602484,pasypisuena,villacarriedo
17757.60684046347,pasypisuena,villacarriedo
17872.99353832443,pasypisuena,villacarriedo
17988.38023618539,pasypisuena,villacarriedo
18103.766934046347,pasypisuena,villacarriedo
3194.6666666665114,liebana,pesaguero-naturea
2079.6666666665114,liebana,pesaguero-naturea
964.6666666665114,liebana,pesaguero-naturea
-150.33333333348855,liebana,pesaguero-naturea
-1265.3333333334886,liebana,pesaguero-naturea
-2380.3333333334886,liebana,pesaguero-naturea
-3495.3333333334886,liebana,pesaguero-naturea
-4610.333333333489,liebana,pesaguero-naturea
-5725.333333333489,liebana,pesaguero-naturea
-6840.333333333489,liebana,pesaguero-naturea
8126.606593406585,torrelavega,golbardo
7937.764835164824,torrelavega,golbardo
7748.9230769230635,torrelavega,golbardo
7560.081318681303,torrelavega,golbardo
7371.239560439542,torrelavega,golbardo
7182.397802197782,torrelavega,golbardo
6993.556043956021,torrelavega,golbardo
6804.714285714261,torrelavega,golbardo
6615.8725274725,torrelavega,golbardo
6427.03076923074,torrelavega,golbardo
11853.312030075118,asonpasmiera,la concha san roque riomiera
11578.173684210517,asonpasmiera,la concha san roque riomiera
11303.035338345799,asonpasmiera,la concha san roque riomiera
11027.896992481197,asonpasmiera,la concha san roque riomiera
10752.75864661648,asonpasmiera,la concha san roque riomiera
10477.620300751878,asonpasmiera,la concha san roque riomiera
10202.48195488716,asonpasmiera,la concha san roque riomiera
9927.343609022559,asonpasmiera,la concha san roque riomiera
9652.20526315784,asonpasmiera,la concha san roque riomiera
9377.06691729324,asonpasmiera,la concha san roque riomiera
15024.89460784314,liebana,pineres
15036.382352941178,liebana,pineres
15047.870098039217,liebana,pineres
15059.357843137255,liebana,pineres
15070.845588235297,liebana,pineres
15082.333333333336,liebana,pineres
15093.821078431374,liebana,pineres
15105.308823529413,liebana,pineres
15116.796568627451,liebana,pineres
15128.284313725493,liebana,pineres
12734.0,santandermetro,santander aeropuerto
12666.0,santandermetro,santander aeropuerto
12598.0,santandermetro,santander aeropuerto
12530.0,santandermetro,santander aeropuerto
12462.0,santandermetro,santander aeropuerto
12394.0,santandermetro,santander aeropuerto
12326.0,santandermetro,santander aeropuerto
12258.0,santandermetro,santander aeropuerto
12190.0,santandermetro,santander aeropuerto
12122.0,santandermetro,santander aeropuerto
29415.0,asonpasmiera,rocias
31935.0,asonpasmiera,rocias
34455.0,asonpasmiera,rocias
36975.0,asonpasmiera,rocias
39495.0,asonpasmiera,rocias
42015.0,asonpasmiera,rocias
44535.0,asonpasmiera,rocias
47055.0,asonpasmiera,rocias
49575.0,asonpasmiera,rocias
52095.0,asonpasmiera,rocias
14041.218181818142,santandermetro,"santander,cmt"
14428.127272727317,santandermetro,"santander,cmt"
14815.036363636376,santandermetro,"santander,cmt"
15201.945454545435,santandermetro,"santander,cmt"
15588.854545454611,santandermetro,"santander,cmt"
15975.76363636367,santandermetro,"santander,cmt"
16362.67272727273,santandermetro,"santander,cmt"
16749.58181818179,santandermetro,"santander,cmt"
17136.490909090964,santandermetro,"santander,cmt"
17523.400000000023,santandermetro,"santander,cmt"
13186.346647123457,santandermetro,santander-cmt
13365.65555148403,santandermetro,santander-cmt
13544.964455844602,santandermetro,santander-cmt
13724.273360205174,santandermetro,santander-cmt
13903.582264565746,santandermetro,santander-cmt
14082.891168926319,santandermetro,santander-cmt
14262.200073286891,santandermetro,santander-cmt
14441.508977647463,santandermetro,santander-cmt
14620.817882008036,santandermetro,santander-cmt
14800.126786368608,santandermetro,santander-cmt
11181.17205882353,torrelavega,reocin
11188.70588235294,torrelavega,reocin
11196.239705882354,torrelavega,reocin
11203.773529411765,torrelavega,reocin
11211.307352941176,torrelavega,reocin
11218.841176470589,torrelavega,reocin
11226.375,torrelavega,reocin
11233.908823529411,torrelavega,reocin
11241.442647058824,torrelavega,reocin
11248.976470588235,torrelavega,reocin
17100.599999999977,torrelavega,trasierra
17616.800000000047,torrelavega,trasierra
18133.0,torrelavega,trasierra
18649.20000000007,torrelavega,trasierra
19165.400000000023,torrelavega,trasierra
19681.599999999977,torrelavega,trasierra
20197.800000000047,torrelavega,trasierra
20714.0,torrelavega,trasierra
21230.20000000007,torrelavega,trasierra
21746.400000000023,torrelavega,trasierra
15299.771428571428,pasypisuena,villacarriedo-santibanez
15307.457142857142,pasypisuena,villacarriedo-santibanez
15315.142857142857,pasypisuena,villacarriedo-santibanez
15322.82857142857,pasypisuena,villacarriedo-santibanez
15330.514285714286,pasypisuena,villacarriedo-santibanez
15338.199999999999,pasypisuena,villacarriedo-santibanez
15345.885714285714,pasypisuena,villacarriedo-santibanez
15353.571428571428,pasypisuena,villacarriedo-santibanez
15361.257142857141,pasypisuena,villacarriedo-santibanez
15368.942857142856,pasypisuena,villacarriedo-santibanez
41458.68571428582,asonpasmiera,soba-saco
42878.62857142836,asonpasmiera,soba-saco
44298.57142857136,asonpasmiera,soba-saco
45718.514285714366,asonpasmiera,soba-saco
47138.4571428569,asonpasmiera,soba-saco
48558.39999999991,asonpasmiera,soba-saco
49978.34285714291,asonpasmiera,soba-saco
51398.28571428545,asonpasmiera,soba-saco
52818.22857142845,asonpasmiera,soba-saco
54238.171428571455,asonpasmiera,soba-saco
11698.0,torrelavega,cobreces-el tocial
11127.0,torrelavega,cobreces-el tocial
10556.0,torrelavega,cobreces-el tocial
9985.0,torrelavega,cobreces-el tocial
9414.0,torrelavega,cobreces-el tocial
8843.0,torrelavega,cobreces-el tocial
8272.0,torrelavega,cobreces-el tocial
7701.0,torrelavega,cobreces-el tocial
7130.0,torrelavega,cobreces-el tocial
6559.0,torrelavega,cobreces-el tocial
50364.0,asonpasmiera,soba-brenarroman  naturea
56396.0,asonpasmiera,soba-brenarroman  naturea
62428.0,asonpasmiera,soba-brenarroman  naturea
68460.0,asonpasmiera,soba-brenarroman  naturea
74492.0,asonpasmiera,soba-brenarroman  naturea
80524.0,asonpasmiera,soba-brenarroman  naturea
86556.0,asonpasmiera,soba-brenarroman  naturea
92588.0,asonpasmiera,soba-brenarroman  naturea
98620.0,asonpasmiera,soba-brenarroman  naturea
104652.0,asonpasmiera,soba-brenarroman  naturea
16794.099999999977,santandermetro,muriedas
17286.399999999907,santandermetro,muriedas
17778.699999999953,santandermetro,muriedas
18270.999999999884,santandermetro,muriedas
18763.29999999993,santandermetro,muriedas
19255.599999999977,santandermetro,muriedas
19747.899999999907,santandermetro,muriedas
20240.199999999953,santandermetro,muriedas
20732.499999999884,santandermetro,muriedas
21224.79999999993,santandermetro,muriedas
26837.0,santanderurbano,riosapero
27944.0,santanderurbano,riosapero
29051.0,santanderurbano,riosapero
30158.0,santanderurbano,riosapero
31265.0,santanderurbano,riosapero
32372.0,santanderurbano,riosapero
33479.0,santanderurbano,riosapero
34586.0,santanderurbano,riosapero
35693.0,santanderurbano,riosapero
36800.0,santanderurbano,riosapero
8962.900000000023,liebana,pesquera-ventorrillo
8772.200000000012,liebana,pesquera-ventorrillo
8581.500000000058,liebana,pesquera-ventorrillo
8390.800000000047,liebana,pesquera-ventorrillo
8200.100000000035,liebana,pesquera-ventorrillo
8009.400000000023,liebana,pesquera-ventorrillo
7818.700000000012,liebana,pesquera-ventorrillo
7628.000000000058,liebana,pesquera-ventorrillo
7437.300000000047,liebana,pesquera-ventorrillo
7246.600000000035,liebana,pesquera-ventorrillo
17753.0,comarcaeste,guemes
17839.0,comarcaeste,guemes
17925.0,comarcaeste,guemes
18011.0,comarcaeste,guemes
18097.0,comarcaeste,guemes
18183.0,comarcaeste,guemes
18269.0,comarcaeste,guemes
18355.0,comarcaeste,guemes
18441.0,comarcaeste,guemes
18527.0,comarcaeste,guemes
24098.0,asonpasmiera,ramales de la victoria-etap
26518.0,asonpasmiera,ramales de la victoria-etap
28938.0,asonpasmiera,ramales de la victoria-etap
31358.0,asonpasmiera,ramales de la victoria-etap
33778.0,asonpasmiera,ramales de la victoria-etap
36198.0,asonpasmiera,ramales de la victoria-etap
38618.0,asonpasmiera,ramales de la victoria-etap
41038.0,asonpasmiera,ramales de la victoria-etap
43458.0,asonpasmiera,ramales de la victoria-etap
45878.0,asonpasmiera,ramales de la victoria-etap
23673.600000000093,asonpasmiera,vega de pas-aguasal naturea
22665.40000000014,asonpasmiera,vega de pas-aguasal naturea
21657.199999999953,asonpasmiera,vega de pas-aguasal naturea
20649.0,asonpasmiera,vega de pas-aguasal naturea
19640.800000000047,asonpasmiera,vega de pas-aguasal naturea
18632.600000000093,asonpasmiera,vega de pas-aguasal naturea
17624.40000000014,asonpasmiera,vega de pas-aguasal naturea
16616.199999999953,asonpasmiera,vega de pas-aguasal naturea
15608.0,asonpasmiera,vega de pas-aguasal naturea
14599.800000000047,asonpasmiera,vega de pas-aguasal naturea
12477.600000000093,santanderurbano,totero
11949.600000000093,santanderurbano,totero
11421.600000000093,santanderurbano,totero
10893.600000000093,santanderurbano,totero
10365.600000000093,santanderurbano,totero
9837.600000000093,santanderurbano,totero
9309.600000000093,santanderurbano,totero
8781.600000000093,santanderurbano,totero
8253.600000000093,santanderurbano,totero
7725.600000000093,santanderurbano,totero
24426.0,torrelavega,pumalverde
26642.0,torrelavega,pumalverde
28858.0,torrelavega,pumalverde
31074.0,torrelavega,pumalverde
33290.0,torrelavega,pumalverde
35506.0,torrelavega,pumalverde
37722.0,torrelavega,pumalverde
39938.0,torrelavega,pumalverde
42154.0,torrelavega,pumalverde
44370.0,torrelavega,pumalverde
18801.0,vallenansa,lombrana
21324.0,vallenansa,lombrana
23847.0,vallenansa,lombrana
26370.0,vallenansa,lombrana
28893.0,vallenansa,lombrana
31416.0,vallenansa,lombrana
33939.0,vallenansa,lombrana
36462.0,vallenansa,lombrana
38985.0,vallenansa,lombrana
41508.0,vallenansa,lombrana
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
20671.0,pasypisuena,pisuena
27354.899999999907,liebana,fuente de-teleferico
29364.5,liebana,fuente de-teleferico
31374.099999999627,liebana,fuente de-teleferico
33383.69999999972,liebana,fuente de-teleferico
35393.299999999814,liebana,fuente de-teleferico
37402.89999999991,liebana,fuente de-teleferico
39412.5,liebana,fuente de-teleferico
41422.09999999963,liebana,fuente de-teleferico
43431.69999999972,liebana,fuente de-teleferico
45441.299999999814,liebana,fuente de-teleferico
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
406.0,liebana,mirador del cable-parque nacional picos de europa
16260.0,torrelavega,torrelavega-sierrapando
16960.0,torrelavega,torrelavega-sierrapando
17660.0,torrelavega,torrelavega-sierrapando
18360.0,torrelavega,torrelavega-sierrapando
19060.0,torrelavega,torrelavega-sierrapando
19760.0,torrelavega,torrelavega-sierrapando
20460.0,torrelavega,torrelavega-sierrapando
21160.0,torrelavega,torrelavega-sierrapando
21860.0,torrelavega,torrelavega-sierrapando
22560.0,torrelavega,torrelavega-sierrapando
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
12130.0,torrelavega,treceno
